n,Simple_Multiplication
4170,365333710
4171,365508908
4172,365684154
4173,365859439
4174,366034766
4175,366210135
4176,366385546
4177,366560996
4178,366736494
4179,366912031
4180,367087610
4181,367263231
4182,367438891
4183,367614599
4184,367790346
4185,367966135
4186,368141966
4187,368317839
4188,368493754
4189,368669711
4190,368845710
4191,369021751
4192,369197831
4193,369373959
4194,369550126
4195,369726335
4196,369902586
4197,370078876
4198,370255214
4199,370431591
4200,370608007
4201,370784471
4202,370960974
4203,371137519
4204,371314106
4205,371490735
4206,371667406
4207,371844119
4208,372020874
4209,372197671
4210,372374510
4211,372551391
4212,372728314
4213,372905279
4214,373082286
4215,373259335
4216,373436426
4217,373613559
4218,373790734
4219,373967951
4220,374145207
4221,374322511
4222,374499854
4223,374677239
4224,374854666
4225,375032135
4226,375209646
4227,375387199
4228,375564794
4229,375742431
4230,375920110
4231,376097831
4232,376275594
4233,376453399
4234,376631246
4235,376809135
4236,376987066
4237,377165039
4238,377343051
4239,377521111
4240,377699210
4241,377877351
4242,378055534
4243,378233759
4244,378412026
4245,378590335
4246,378768686
4247,378947076
4248,379125514
4249,379303991
4250,379482510
4251,379661071
4252,379839674
4253,380018319
4254,380197006
4255,380375735
4256,380554506
4257,380733316
4258,380912174
4259,381091068
4260,381270010
4261,381448991
4262,381628014
4263,381807079
4264,381986186
4265,382165335
4266,382344523
4267,382523759
4268,382703034
4269,382882348
4270,383061710
4271,383241111
4272,383420554
4273,383600036
4274,383779566
4275,383959135
4276,384138743
4277,384318399
4278,384498094
4279,384677828
4280,384857610
4281,385037431
4282,385217294
4283,385397199
4284,385577146
4285,385757135
4286,385937166
4287,386117239
4288,386297354
4289,386477511
4290,386657710
4291,386837951
4292,387018234
4293,387198559
4294,387378926
4295,387559335
4296,387739786
4297,387920279
4298,388100814
4299,388281388
4300,388462010
4301,388642671
4302,388823371
4303,389004116
4304,389184906
4305,389365735
4306,389546606
4307,389727519
4308,389908474
4309,390089471
4310,390270507
4311,390451591
4312,390632714
4313,390813876
4314,390995086
4315,391176335
4316,391357626
4317,391538956
4318,391720334
4319,391901751
4320,392083210
4321,392264711
4322,392446251
4323,392627839
4324,392809463
4325,392991135
4326,393172846
4327,393354599
4328,393536394
4329,393718231
4330,393900107
4331,394082031
4332,394263994
4333,394445999
4334,394628043
4335,394810135
4336,394992266
4337,395174436
4338,395356654
4339,395538911
4340,395721210
4341,395903551
4342,396085931
4343,396268356
4344,396450826
4345,396633335
4346,396815886
4347,396998479
4348,397181111
4349,397363788
4350,397546510
4351,397729271
4352,397912074
4353,398094919
4354,398277806
4355,398460735
4356,398643706
4357,398826719
4358,399009774
4359,399192871
4360,399376010
4361,399559191
4362,399742414
4363,399925679
4364,400108986
4365,400292332
4366,400475726
4367,400659159
4368,400842634
4369,401026148
4370,401209710
4371,401393311
4372,401576954
4373,401760639
4374,401944366
4375,402128135
4376,402311943
4377,402495799
4378,402679694
4379,402863631
4380,403047610
4381,403231631
4382,403415694
4383,403599799
4384,403783943
4385,403968132
4386,404152363
4387,404336639
4388,404520954
4389,404705311
4390,404889710
4391,405074151
4392,405258634
4393,405443159
4394,405627723
4395,405812335
4396,405996986
4397,406181679
4398,406366411
4399,406551191
4400,406736007
4401,406920868
4402,407105774
4403,407290719
4404,407475706
4405,407660735
4406,407845806
4407,408030919
4408,408216074
4409,408401271
4410,408586510
4411,408771788
4412,408957114
4413,409142479
4414,409327886
4415,409513335
4416,409698826
4417,409884359
4418,410069931
4419,410255551
4420,410441210
4421,410626911
4422,410812654
4423,410998439
4424,411184266
4425,411370135
4426,411556046
4427,411741999
4428,411927994
4429,412114031
4430,412300110
4431,412486231
4432,412672394
4433,412858599
4434,413044846
4435,413231132
4436,413417466
4437,413603839
4438,413790254
4439,413976711
4440,414163210
4441,414349751
4442,414536334
4443,414722959
4444,414909626
4445,415096335
4446,415283086
4447,415469876
4448,415656714
4449,415843591
4450,416030510
4451,416217471
4452,416404471
4453,416591519
4454,416778606
4455,416965735
4456,417152906
4457,417340119
4458,417527374
4459,417714668
4460,417902010
4461,418089391
4462,418276814
4463,418464279
4464,418651786
4465,418839335
4466,419026923
4467,419214559
4468,419402234
4469,419589951
4470,419777710
4471,419965511
4472,420153354
4473,420341239
4474,420529166
4475,420717135
4476,420905146
4477,421093199
4478,421281294
4479,421469431
4480,421657607
4481,421845831
4482,422034091
4483,422222396
4484,422410743
4485,422599135
4486,422787563
4487,422976039
4488,423164554
4489,423353111
4490,423541707
4491,423730351
4492,423919031
4493,424107759
4494,424296526
4495,424485335
4496,424674186
4497,424863079
4498,425052014
4499,425240988
4500,425430007
4501,425619071
4502,425808174
4503,425997319
4504,426186506
4505,426375735
4506,426565006
4507,426754316
4508,426943674
4509,427133068
4510,427322510
4511,427511991
4512,427701511
4513,427891079
4514,428080686
4515,428270335
4516,428460026
4517,428649759
4518,428839534
4519,429029351
4520,429219210
4521,429409111
4522,429599054
4523,429789039
4524,429979066
4525,430169135
4526,430359246
4527,430549399
4528,430739594
4529,430929831
4530,431120110
4531,431310431
4532,431500794
4533,431691199
4534,431881646
4535,432072135
4536,432262666
4537,432453239
4538,432643854
4539,432834511
4540,433025207
4541,433215948
4542,433406734
4543,433597559
4544,433788423
4545,433979335
4546,434170286
4547,434361279
4548,434552311
4549,434743391
4550,434934510
4551,435125668
4552,435316871
4553,435508119
4554,435699406
4555,435890735
4556,436082106
4557,436273516
4558,436464974
4559,436656471
4560,436848010
4561,437039591
4562,437231211
4563,437422879
4564,437614586
4565,437806335
4566,437998126
4567,438189956
4568,438381834
4569,438573748
4570,438765710
4571,438957711
4572,439149754
4573,439341839
4574,439533966
4575,439726135
4576,439918346
4577,440110596
4578,440302894
4579,440495228
4580,440687610
4581,440880031
4582,441072494
4583,441264996
4584,441457546
4585,441650135
4586,441842766
4587,442035439
4588,442228154
4589,442420911
4590,442613710
4591,442806551
4592,442999434
4593,443192356
4594,443385326
4595,443578335
4596,443771386
4597,443964479
4598,444157614
4599,444350788
4600,444544010
4601,444737271
4602,444930574
4603,445123919
4604,445317306
4605,445510735
4606,445704206
4607,445897719
4608,446091274
4609,446284871
4610,446478510
4611,446672191
4612,446865914
4613,447059676
4614,447253486
4615,447447335
4616,447641226
4617,447835159
4618,448029134
4619,448223151
4620,448417210
4621,448611308
4622,448805454
4623,448999636
4624,449193863
4625,449388135
4626,449582446
4627,449776796
4628,449971194
4629,450165631
4630,450360110
4631,450554631
4632,450749194
4633,450943799
4634,451138446
4635,451333135
4636,451527866
4637,451722639
4638,451917454
4639,452112311
4640,452307210
4641,452502151
4642,452697134
4643,452892156
4644,453087226
4645,453282332
4646,453477486
4647,453672679
4648,453867914
4649,454063188
4650,454258510
4651,454453868
4652,454649274
4653,454844716
4654,455040203
4655,455235735
4656,455431306
4657,455626919
4658,455822574
4659,456018271
4660,456214010
4661,456409788
4662,456605614
4663,456801479
4664,456997386
4665,457193335
4666,457389323
4667,457585359
4668,457781434
4669,457977551
4670,458173710
4671,458369911
4672,458566154
4673,458762439
4674,458958766
4675,459155135
4676,459351546
4677,459547999
4678,459744494
4679,459941031
4680,460137610
4681,460334231
4682,460530894
4683,460727599
4684,460924343
4685,461121135
4686,461317966
4687,461514836
4688,461711751
4689,461908711
4690,462105710
4691,462302751
4692,462499834
4693,462696959
4694,462894126
4695,463091335
4696,463288586
4697,463485876
4698,463683214
4699,463880591
4700,464078010
4701,464275471
4702,464472974
4703,464670516
4704,464868106
4705,465065735
4706,465263406
4707,465461119
4708,465658874
4709,465856671
4710,466054510
4711,466252391
4712,466450311
4713,466648279
4714,466846283
4715,467044335
4716,467242426
4717,467440559
4718,467638731
4719,467836951
4720,468035210
4721,468233511
4722,468431854
4723,468630236
4724,468828666
4725,469027135
4726,469225646
4727,469424196
4728,469622794
4729,469821428
4730,470020110
4731,470218831
4732,470417591
4733,470616396
4734,470815246
4735,471014135
4736,471213066
4737,471412039
4738,471611054
4739,471810111
4740,472009207
4741,472208348
4742,472407534
4743,472606759
4744,472806026
4745,473005332
4746,473204683
4747,473404076
4748,473603514
4749,473802991
4750,474002510
4751,474202071
4752,474401674
4753,474601319
4754,474801006
4755,475000735
4756,475200506
4757,475400319
4758,475600171
4759,475800071
4760,476000010
4761,476199988
4762,476400014
4763,476600079
4764,476800186
4765,477000335
4766,477200523
4767,477400759
4768,477601034
4769,477801351
4770,478001710
4771,478202111
4772,478402554
4773,478603039
4774,478803566
4775,479004135
4776,479204746
4777,479405399
4778,479606094
4779,479806831
4780,480007610
4781,480208431
4782,480409294
4783,480610199
4784,480811146
4785,481012135
4786,481213166
4787,481414239
4788,481615354
4789,481816511
4790,482017710
4791,482218948
4792,482420231
4793,482621559
4794,482822926
4795,483024335
4796,483225786
4797,483427279
4798,483628814
4799,483830391
4800,484032010
4801,484233671
4802,484435374
4803,484637119
4804,484838906
4805,485040735
4806,485242606
4807,485444519
4808,485646474
4809,485848471
4810,486050507
4811,486252591
4812,486454714
4813,486656879
4814,486859086
4815,487061335
4816,487263626
4817,487465959
4818,487668334
4819,487870751
4820,488073210
4821,488275711
4822,488478254
4823,488680839
4824,488883466
4825,489086135
4826,489288846
4827,489491599
4828,489694394
4829,489897231
4830,490100110
4831,490303028
4832,490505994
4833,490708999
4834,490912046
4835,491115135
4836,491318266
4837,491521439
4838,491724654
4839,491927911
4840,492131210
4841,492334548
4842,492537934
4843,492741359
4844,492944826
4845,493148335
4846,493351883
4847,493555479
4848,493759114
4849,493962791
4850,494166510
4851,494370271
4852,494574074
4853,494777916
4854,494981806
4855,495185735
4856,495389706
4857,495593716
4858,495797774
4859,496001868
4860,496206010
4861,496410191
4862,496614414
4863,496818679
4864,497022983
4865,497227335
4866,497431726
4867,497636159
4868,497840634
4869,498045151
4870,498249710
4871,498454308
4872,498658954
4873,498863639
4874,499068366
4875,499273135
4876,499477946
4877,499682796
4878,499887694
4879,500092631
4880,500297610
4881,500502631
4882,500707694
4883,500912796
4884,501117946
4885,501323135
4886,501528366
4887,501733639
4888,501938954
4889,502144311
4890,502349710
4891,502555151
4892,502760634
4893,502966159
4894,503171726
4895,503377335
4896,503582986
4897,503788679
4898,503994414
4899,504200191
4900,504406007
4901,504611871
4902,504817774
4903,505023719
4904,505229706
4905,505435735
4906,505641806
4907,505847916
4908,506054074
4909,506260271
4910,506466510
4911,506672791
4912,506879114
4913,507085479
4914,507291886
4915,507498335
4916,507704826
4917,507911359
4918,508117934
4919,508324551
4920,508531210
4921,508737911
4922,508944654
4923,509151439
4924,509358266
4925,509565135
4926,509772046
4927,509978999
4928,510185994
4929,510393028
4930,510600110
4931,510807231
4932,511014394
4933,511221599
4934,511428846
4935,511636132
4936,511843466
4937,512050839
4938,512258254
4939,512465711
4940,512673210
4941,512880751
4942,513088331
4943,513295959
4944,513503626
4945,513711335
4946,513919086
4947,514126879
4948,514334714
4949,514542591
4950,514750510
4951,514958468
4952,515166471
4953,515374519
4954,515582606
4955,515790735
4956,515998906
4957,516207119
4958,516415374
4959,516623671
4960,516832007
4961,517040391
4962,517248814
4963,517457279
4964,517665786
4965,517874335
4966,518082926
4967,518291556
4968,518500234
4969,518708951
4970,518917707
4971,519126511
4972,519335354
4973,519544236
4974,519753166
4975,519962135
4976,520171146
4977,520380199
4978,520589294
4979,520798431
4980,521007610
4981,521216831
4982,521426094
4983,521635399
4984,521844746
4985,522054135
4986,522263566
4987,522473039
4988,522682551
4989,522892111
4990,523101710
4991,523311348
4992,523521034
4993,523730759
4994,523940523
4995,524150335
4996,524360183
4997,524570079
4998,524780011
4999,524989991
5000,525200010
5001,525410071
5002,525620171
5003,525830319
5004,526040506
5005,526250735
5006,526461006
5007,526671319
5008,526881674
5009,527092071
5010,527302510
5011,527512991
5012,527723514
5013,527934079
5014,528144686
5015,528355335
5016,528566023
5017,528776759
5018,528987534
5019,529198351
5020,529409210
5021,529620111
5022,529831054
5023,530042036
5024,530253066
5025,530464135
5026,530675246
5027,530886399
5028,531097594
5029,531308828
5030,531520110
5031,531731431
5032,531942794
5033,532154199
5034,532365646
5035,532577135
5036,532788663
5037,533000239
5038,533211854
5039,533423511
5040,533635210
5041,533846951
5042,534058734
5043,534270559
5044,534482426
5045,534694335
5046,534906286
5047,535118279
5048,535330314
5049,535542388
5050,535754507
5051,535966671
5052,536178874
5053,536391119
5054,536603406
5055,536815735
5056,537028106
5057,537240519
5058,537452974
5059,537665471
5060,537878010
5061,538090591
5062,538303214
5063,538515876
5064,538728586
5065,538941332
5066,539154126
5067,539366959
5068,539579831
5069,539792751
5070,540005710
5071,540218711
5072,540431754
5073,540644839
5074,540857966
5075,541071135
5076,541284343
5077,541497599
5078,541710894
5079,541924228
5080,542137610
5081,542351031
5082,542564494
5083,542777996
5084,542991546
5085,543205135
5086,543418766
5087,543632439
5088,543846154
5089,544059908
5090,544273710
5091,544487551
5092,544701434
5093,544915359
5094,545129326
5095,545343335
5096,545557386
5097,545771479
5098,545985614
5099,546199791
5100,546414007
5101,546628271
5102,546842574
5103,547056919
5104,547271306
5105,547485732
5106,547700206
5107,547914719
5108,548129274
5109,548343871
5110,548558510
5111,548773188
5112,548987914
5113,549202679
5114,549417486
5115,549632335
5116,549847226
5117,550062159
5118,550277134
5119,550492151
5120,550707210
5121,550922311
5122,551137454
5123,551352636
5124,551567866
5125,551783135
5126,551998443
5127,552213796
5128,552429194
5129,552644631
5130,552860110
5131,553075631
5132,553291194
5133,553506799
5134,553722446
5135,553938135
5136,554153866
5137,554369639
5138,554585454
5139,554801308
5140,555017210
5141,555233151
5142,555449134
5143,555665156
5144,555881226
5145,556097335
5146,556313486
5147,556529679
5148,556745911
5149,556962191
5150,557178510
5151,557394868
5152,557611274
5153,557827719
5154,558044206
5155,558260735
5156,558477306
5157,558693919
5158,558910574
5159,559127271
5160,559344010
5161,559560791
5162,559777614
5163,559994476
5164,560211386
5165,560428335
5166,560645326
5167,560862359
5168,561079434
5169,561296551
5170,561513707
5171,561730911
5172,561948154
5173,562165439
5174,562382766
5175,562600132
5176,562817546
5177,563034999
5178,563252494
5179,563470031
5180,563687610
5181,563905231
5182,564122894
5183,564340599
5184,564558343
5185,564776135
5186,564993966
5187,565211839
5188,565429751
5189,565647711
5190,565865710
5191,566083751
5192,566301834
5193,566519956
5194,566738126
5195,566956335
5196,567174583
5197,567392879
5198,567611214
5199,567829591
5200,568048010
5201,568266468
5202,568484971
5203,568703519
5204,568922106
5205,569140735
5206,569359403
5207,569578119
5208,569796871
5209,570015671
5210,570234510
5211,570453388
5212,570672314
5213,570891279
5214,571110286
5215,571329332
5216,571548426
5217,571767559
5218,571986734
5219,572205951
5220,572425210
5221,572644511
5222,572863854
5223,573083239
5224,573302663
5225,573522135
5226,573741646
5227,573961199
5228,574180794
5229,574400431
5230,574620110
5231,574839828
5232,575059594
5233,575279399
5234,575499246
5235,575719135
5236,575939066
5237,576159039
5238,576379054
5239,576599111
5240,576819210
5241,577039351
5242,577259534
5243,577479756
5244,577700023
5245,577920335
5246,578140686
5247,578361079
5248,578581514
5249,578801991
5250,579022510
5251,579243071
5252,579463674
5253,579684319
5254,579905006
5255,580125735
5256,580346506
5257,580567319
5258,580788174
5259,581009071
5260,581230007
5261,581450991
5262,581672014
5263,581893076
5264,582114186
5265,582335335
5266,582556526
5267,582777759
5268,582999034
5269,583220351
5270,583441710
5271,583663111
5272,583884554
5273,584106039
5274,584327563
5275,584549135
5276,584770746
5277,584992399
5278,585214094
5279,585435831
5280,585657610
5281,585879431
5282,586101291
5283,586323199
5284,586545143
5285,586767135
5286,586989166
5287,587211239
5288,587433351
5289,587655511
5290,587877707
5291,588099951
5292,588322234
5293,588544559
5294,588766926
5295,588989335
5296,589211786
5297,589434279
5298,589656814
5299,589879388
5300,590102010
5301,590324671
5302,590547374
5303,590770119
5304,590992906
5305,591215735
5306,591438606
5307,591661519
5308,591884474
5309,592107471
5310,592330510
5311,592553588
5312,592776714
5313,592999879
5314,593223086
5315,593446332
5316,593669626
5317,593892959
5318,594116334
5319,594339748
5320,594563210
5321,594786711
5322,595010254
5323,595233836
5324,595457466
5325,595681132
5326,595904846
5327,596128599
5328,596352394
5329,596576231
5330,596800110
5331,597024031
5332,597247994
5333,597471996
5334,597696046
5335,597920135
5336,598144263
5337,598368439
5338,598592651
5339,598816908
5340,599041210
5341,599265551
5342,599489934
5343,599714359
5344,599938826
5345,600163335
5346,600387886
5347,600612479
5348,600837111
5349,601061788
5350,601286510
5351,601511271
5352,601736074
5353,601960919
5354,602185806
5355,602410735
5356,602635706
5357,602860719
5358,603085774
5359,603310871
5360,603536010
5361,603761191
5362,603986414
5363,604211679
5364,604436986
5365,604662332
5366,604887726
5367,605113159
5368,605338634
5369,605564151
5370,605789710
5371,606015311
5372,606240951
5373,606466639
5374,606692366
5375,606918135
5376,607143946
5377,607369799
5378,607595694
5379,607821631
5380,608047610
5381,608273631
5382,608499694
5383,608725799
5384,608951946
5385,609178132
5386,609404366
5387,609630639
5388,609856954
5389,610083311
5390,610309710
5391,610536151
5392,610762634
5393,610989159
5394,611215726
5395,611442335
5396,611668983
5397,611895679
5398,612122414
5399,612349191
5400,612576007
5401,612802871
5402,613029774
5403,613256719
5404,613483703
5405,613710735
5406,613937806
5407,614164919
5408,614392074
5409,614619271
5410,614846510
5411,615073791
5412,615301114
5413,615528476
5414,615755886
5415,615983335
5416,616210826
5417,616438359
5418,616665934
5419,616893548
5420,617121210
5421,617348911
5422,617576654
5423,617804439
5424,618032266
5425,618260135
5426,618488046
5427,618715996
5428,618943994
5429,619172031
5430,619400110
5431,619628231
5432,619856394
5433,620084599
5434,620312846
5435,620541135
5436,620769463
5437,620997839
5438,621226254
5439,621454708
5440,621683210
5441,621911751
5442,622140334
5443,622368956
5444,622597623
5445,622826335
5446,623055086
5447,623283879
5448,623512714
5449,623741591
5450,623970510
5451,624199471
5452,624428474
5453,624657516
5454,624886606
5455,625115735
5456,625344906
5457,625574116
5458,625803371
5459,626032668
5460,626262010
5461,626491391
5462,626720814
5463,626950279
5464,627179786
5465,627409335
5466,627638926
5467,627868556
5468,628098234
5469,628327951
5470,628557710
5471,628787508
5472,629017351
5473,629247239
5474,629477166
5475,629707135
5476,629937146
5477,630167199
5478,630397294
5479,630627431
5480,630857610
5481,631087828
5482,631318094
5483,631548399
5484,631778746
5485,632009135
5486,632239566
5487,632470039
5488,632700554
5489,632931111
5490,633161710
5491,633392351
5492,633623031
5493,633853759
5494,634084526
5495,634315335
5496,634546186
5497,634777076
5498,635008014
5499,635238991
5500,635470010
5501,635701071
5502,635932174
5503,636163319
5504,636394503
5505,636625735
5506,636857003
5507,637088319
5508,637319674
5509,637551071
5510,637782510
5511,638013991
5512,638245514
5513,638477079
5514,638708686
5515,638940335
5516,639172026
5517,639403759
5518,639635534
5519,639867351
5520,640099210
5521,640331111
5522,640563054
5523,640795039
5524,641027066
5525,641259135
5526,641491246
5527,641723399
5528,641955594
5529,642187831
5530,642420110
5531,642652431
5532,642884791
5533,643117199
5534,643349646
5535,643582132
5536,643814663
5537,644047239
5538,644279854
5539,644512508
5540,644745210
5541,644977951
5542,645210734
5543,645443559
5544,645676426
5545,645909335
5546,646142286
5547,646375279
5548,646608314
5549,646841391
5550,647074510
5551,647307671
5552,647540874
5553,647774119
5554,648007406
5555,648240735
5556,648474106
5557,648707519
5558,648940974
5559,649174471
5560,649408010
5561,649641591
5562,649875214
5563,650108879
5564,650342586
5565,650576335
5566,650810126
5567,651043959
5568,651277834
5569,651511751
5570,651745710
5571,651979711
5572,652213754
5573,652447839
5574,652681966
5575,652916135
5576,653150346
5577,653384599
5578,653618891
5579,653853231
5580,654087610
5581,654322031
5582,654556494
5583,654790999
5584,655025546
5585,655260135
5586,655494766
5587,655729439
5588,655964154
5589,656198911
5590,656433707
5591,656668548
5592,656903434
5593,657138356
5594,657373326
5595,657608335
5596,657843386
5597,658078476
5598,658313611
5599,658548788
5600,658784007
5601,659019271
5602,659254571
5603,659489919
5604,659725306
5605,659960735
5606,660196206
5607,660431719
5608,660667271
5609,660902871
5610,661138510
5611,661374191
5612,661609914
5613,661845679
5614,662081486
5615,662317332
5616,662553226
5617,662789159
5618,663025134
5619,663261151
5620,663497210
5621,663733311
5622,663969454
5623,664205639
5624,664441866
5625,664678135
5626,664914446
5627,665150799
5628,665387194
5629,665623631
5630,665860110
5631,666096631
5632,666333194
5633,666569799
5634,666806446
5635,667043135
5636,667279866
5637,667516639
5638,667753454
5639,667990311
5640,668227210
5641,668464151
5642,668701134
5643,668938159
5644,669175226
5645,669412335
5646,669649486
5647,669886679
5648,670123914
5649,670361191
5650,670598510
5651,670835871
5652,671073274
5653,671310719
5654,671548206
5655,671785735
5656,672023306
5657,672260919
5658,672498574
5659,672736268
5660,672974010
5661,673211791
5662,673449614
5663,673687479
5664,673925386
5665,674163335
5666,674401326
5667,674639356
5668,674877431
5669,675115551
5670,675353710
5671,675591911
5672,675830154
5673,676068436
5674,676306766
5675,676545135
5676,676783546
5677,677021999
5678,677260494
5679,677499028
5680,677737610
5681,677976228
5682,678214894
5683,678453596
5684,678692346
5685,678931135
5686,679169963
5687,679408839
5688,679647754
5689,679886708
5690,680125710
5691,680364751
5692,680603834
5693,680842959
5694,681082126
5695,681321335
5696,681560586
5697,681799876
5698,682039214
5699,682278591
5700,682518010
5701,682757468
5702,682996974
5703,683236519
5704,683476106
5705,683715735
5706,683955406
5707,684195119
5708,684434874
5709,684674671
5710,684914510
5711,685154388
5712,685394311
5713,685634276
5714,685874286
5715,686114335
5716,686354426
5717,686594559
5718,686834734
5719,687074951
5720,687315207
5721,687555511
5722,687795854
5723,688036239
5724,688276666
5725,688517135
5726,688757646
5727,688998199
5728,689238791
5729,689479431
5730,689720110
5731,689960831
5732,690201594
5733,690442399
5734,690683246
5735,690924135
5736,691165066
5737,691406039
5738,691647054
5739,691888111
5740,692129210
5741,692370351
5742,692611531
5743,692852759
5744,693094023
5745,693335335
5746,693576683
5747,693818079
5748,694059514
5749,694300991
5750,694542507
5751,694784071
5752,695025674
5753,695267319
5754,695509006
5755,695750735
5756,695992506
5757,696234319
5758,696476171
5759,696718071
5760,696960010
5761,697201991
5762,697444014
5763,697686079
5764,697928186
5765,698170332
5766,698412526
5767,698654759
5768,698897034
5769,699139348
5770,699381710
5771,699624111
5772,699866554
5773,700109039
5774,700351566
5775,700594135
5776,700836746
5777,701079399
5778,701322094
5779,701564828
5780,701807610
5781,702050431
5782,702293294
5783,702536196
5784,702779143
5785,703022132
5786,703265166
5787,703508239
5788,703751351
5789,703994508
5790,704237710
5791,704480951
5792,704724234
5793,704967559
5794,705210926
5795,705454335
5796,705697783
5797,705941276
5798,706184814
5799,706428391
5800,706672010
5801,706915671
5802,707159374
5803,707403116
5804,707646903
5805,707890732
5806,708134606
5807,708378516
5808,708622474
5809,708866471
5810,709110510
5811,709354591
5812,709598711
5813,709842876
5814,710087086
5815,710331335
5816,710575626
5817,710819956
5818,711064334
5819,711308748
5820,711553210
5821,711797711
5822,712042254
5823,712286839
5824,712531463
5825,712776135
5826,713020846
5827,713265599
5828,713510391
5829,713755231
5830,714000110
5831,714245031
5832,714489994
5833,714734999
5834,714980046
5835,715225135
5836,715470266
5837,715715439
5838,715960654
5839,716205911
5840,716451210
5841,716696551
5842,716941934
5843,717187356
5844,717432826
5845,717678335
5846,717923886
5847,718169479
5848,718415114
5849,718660791
5850,718906510
5851,719152271
5852,719398071
5853,719643919
5854,719889806
5855,720135732
5856,720381706
5857,720627719
5858,720873774
5859,721119871
5860,721366010
5861,721612191
5862,721858414
5863,722104676
5864,722350986
5865,722597335
5866,722843723
5867,723090159
5868,723336634
5869,723583151
5870,723829710
5871,724076311
5872,724322954
5873,724569639
5874,724816366
5875,725063135
5876,725309946
5877,725556799
5878,725803694
5879,726050631
5880,726297610
5881,726544628
5882,726791691
5883,727038799
5884,727285946
5885,727533135
5886,727780366
5887,728027639
5888,728274954
5889,728522311
5890,728769710
5891,729017151
5892,729264634
5893,729512159
5894,729759726
5895,730007335
5896,730254983
5897,730502679
5898,730750414
5899,730998191
5900,731246010
5901,731493871
5902,731741774
5903,731989719
5904,732237706
5905,732485735
5906,732733806
5907,732981919
5908,733230074
5909,733478271
5910,733726510
5911,733974791
5912,734223114
5913,734471479
5914,734719886
5915,734968335
5916,735216823
5917,735465359
5918,735713934
5919,735962548
5920,736211207
5921,736459911
5922,736708654
5923,736957439
5924,737206266
5925,737455135
5926,737704046
5927,737952999
5928,738201994
5929,738451031
5930,738700110
5931,738949231
5932,739198394
5933,739447599
5934,739696846
5935,739946135
5936,740195466
5937,740444839
5938,740694254
5939,740943711
5940,741193207
5941,741442751
5942,741692334
5943,741941959
5944,742191623
5945,742441332
5946,742691086
5947,742940876
5948,743190714
5949,743440591
5950,743690510
5951,743940471
5952,744190474
5953,744440519
5954,744690606
5955,744940735
5956,745190906
5957,745441119
5958,745691371
5959,745941671
5960,746192010
5961,746442391
5962,746692814
5963,746943276
5964,747193786
5965,747444335
5966,747694923
5967,747945556
5968,748196234
5969,748446951
5970,748697710
5971,748948508
5972,749199354
5973,749450239
5974,749701166
5975,749952135
5976,750203146
5977,750454199
5978,750705294
5979,750956431
5980,751207610
5981,751458831
5982,751710094
5983,751961396
5984,752212746
5985,752464135
5986,752715566
5987,752967039
5988,753218554
5989,753470111
5990,753721710
5991,753973348
5992,754225034
5993,754476759
5994,754728526
5995,754980335
5996,755232186
5997,755484076
5998,755736014
5999,755987991
6000,756240010
6001,756492071
6002,756744171
6003,756996319
6004,757248506
6005,757500735
6006,757753006
6007,758005316
6008,758257674
6009,758510071
6010,758762510
6011,759014991
6012,759267514
6013,759520079
6014,759772686
6015,760025335
6016,760278026
6017,760530759
6018,760783531
6019,761036351
6020,761289210
6021,761542111
6022,761795051
6023,762048039
6024,762301066
6025,762554135
6026,762807246
6027,763060399
6028,763313594
6029,763566831
6030,763820110
6031,764073431
6032,764326794
6033,764580199
6034,764833646
6035,765087135
6036,765340666
6037,765594239
6038,765847854
6039,766101508
6040,766355207
6041,766608951
6042,766862734
6043,767116559
6044,767370426
6045,767624335
6046,767878286
6047,768132279
6048,768386314
6049,768640388
6050,768894510
6051,769148671
6052,769402874
6053,769657116
6054,769911406
6055,770165735
6056,770420106
6057,770674516
6058,770928971
6059,771183471
6060,771438010
6061,771692591
6062,771947214
6063,772201879
6064,772456586
6065,772711332
6066,772966126
6067,773220959
6068,773475834
6069,773730748
6070,773985707
6071,774240711
6072,774495754
6073,774750839
6074,775005966
6075,775261135
6076,775516346
6077,775771599
6078,776026894
6079,776282231
6080,776537607
6081,776793031
6082,777048491
6083,777303999
6084,777559546
6085,777815135
6086,778070766
6087,778326439
6088,778582154
6089,778837911
6090,779093710
6091,779349551
6092,779605434
6093,779861359
6094,780117326
6095,780373335
6096,780629386
6097,780885479
6098,781141614
6099,781397791
6100,781654010
6101,781910271
6102,782166574
6103,782422916
6104,782679306
6105,782935735
6106,783192206
6107,783448719
6108,783705274
6109,783961871
6110,784218510
6111,784475191
6112,784731914
6113,784988679
6114,785245483
6115,785502335
6116,785759226
6117,786016159
6118,786273134
6119,786530151
6120,786787210
6121,787044311
6122,787301451
6123,787558639
6124,787815866
6125,788073135
6126,788330446
6127,788587799
6128,788845194
6129,789102631
6130,789360110
6131,789617631
6132,789875194
6133,790132799
6134,790390443
6135,790648135
6136,790905866
6137,791163639
6138,791421454
6139,791679311
6140,791937207
6141,792195151
6142,792453134
6143,792711159
6144,792969226
6145,793227332
6146,793485486
6147,793743679
6148,794001914
6149,794260188
6150,794518510
6151,794776871
6152,795035274
6153,795293719
6154,795552206
6155,795810735
6156,796069306
6157,796327919
6158,796586574
6159,796845271
6160,797104010
6161,797362791
6162,797621614
6163,797880479
6164,798139386
6165,798398335
6166,798657323
6167,798916356
